,id,gender,season,age,tripletsOfMonths,commonRed,commonGreen,commonBlue
12252,50288,Men,Summer,2,3,41,47,47
12253,29240,Men,Summer,2,3,231,232,234
12254,12801,Men,Fall,2,4,238,53,72
12255,9362,Women,Fall,2,4,197,162,191
12256,50886,Women,Fall,2,4,0,132,100
12257,18735,Women,Fall,2,4,254,122,168
12258,3658,Men,Summer,2,3,254,254,254
12259,48879,Women,Summer,2,3,254,254,254
12260,23548,Men,Spring,2,2,233,228,221
12261,26806,Men,Summer,2,3,60,68,70
12262,51168,Men,Summer,2,3,52,51,66
12263,29072,Men,Winter,2,1,59,86,160
12264,59305,Men,Fall,2,4,44,46,56
12265,44688,Women,Summer,2,3,254,254,252
12266,1933,Unisex,Fall,0,4,63,62,64
12267,15816,Men,Summer,2,3,181,112,83
12268,32608,Men,Spring,2,2,51,50,50
12269,38332,Girls,Summer,1,3,254,100,151
12270,12492,Men,Fall,2,4,33,208,254
12271,13540,Men,Fall,2,4,233,228,222
12272,27775,Men,Winter,2,1,32,32,32
12273,2117,Men,Fall,2,4,111,125,154
12274,43230,Unisex,Winter,0,1,254,254,254
12275,22207,Men,Summer,2,3,254,237,233
12276,16032,Men,Fall,2,4,254,254,245
12277,46742,Women,Summer,2,3,109,109,113
12278,7465,Men,Summer,2,3,36,51,59
12279,19846,Men,Fall,2,4,254,254,253
12280,34362,Men,Summer,2,3,49,55,121
12281,18994,Men,Summer,2,3,51,54,60
12282,50627,Men,Winter,2,1,223,184,147
12283,14765,Men,Fall,2,4,26,30,58
12284,44015,Women,Spring,2,2,254,244,243
12285,5332,Men,Summer,2,3,125,80,78
12286,36435,Men,Spring,2,2,251,251,251
12287,59598,Women,Fall,2,4,230,118,86
12288,33147,Girls,Summer,1,3,254,254,254
12289,1792,Unisex,Summer,0,3,0,0,77
12290,44829,Men,Summer,2,3,254,254,252
12291,57402,Women,Winter,2,1,248,11,13
12292,11217,Men,Winter,2,1,0,254,38
12293,25022,Unisex,Summer,0,3,101,101,107
12294,44227,Men,Winter,2,1,227,227,227
12295,5100,Men,Summer,2,3,254,235,23
12296,20762,Women,Winter,2,1,91,28,32
12297,58678,Women,Summer,2,3,0,0,0
12298,14557,Men,Fall,2,4,254,254,254
12299,15485,Women,Fall,2,4,32,37,39
12300,52342,Women,Winter,2,1,29,41,109
12301,11819,Men,Summer,2,3,253,253,253
12302,57630,Women,Spring,2,2,234,186,182
12303,40687,Men,Summer,2,3,253,253,253
12304,33375,Women,Summer,2,3,66,52,49
12305,41755,Girls,Summer,1,3,167,210,203
12306,11025,Women,Fall,2,4,236,83,151
12307,25210,Women,Winter,2,1,33,34,38
12308,26495,Men,Summer,2,3,40,48,50
12309,19248,Women,Winter,2,1,254,241,0
12310,49538,Women,Summer,2,3,254,254,0
12311,31422,Men,Summer,2,3,231,230,232
12312,2325,Men,Fall,2,4,41,42,55
12313,43002,Men,Summer,2,3,247,245,246
12314,46570,Men,Summer,2,3,129,131,135
12315,7657,Men,Summer,2,3,17,19,19
12316,22035,Women,Fall,2,4,254,254,239
12317,16200,Men,Fall,2,4,254,213,90
12318,6785,Men,Summer,2,3,224,63,75
12319,54889,Men,Summer,2,3,0,0,0
12320,36263,Men,Summer,2,3,254,254,254
12321,44643,Women,Summer,2,3,18,17,15
12322,20306,Women,Fall,2,4,254,113,121
12323,14133,Men,Fall,2,4,194,198,183
12324,41331,Women,Fall,2,4,36,31,29
12325,56386,Women,Spring,2,2,254,254,254
12326,11441,Women,Fall,2,4,88,106,117
12327,25674,Women,Winter,2,1,218,218,34
12328,10593,Women,Winter,2,1,194,200,254
12329,57254,Women,Summer,2,3,254,254,76
12330,33711,Men,Winter,2,1,220,219,225
12331,30194,Unisex,Summer,0,3,59,54,61
12332,2741,Girls,Summer,1,3,254,194,201
12333,28957,Women,Summer,2,3,244,241,248
12334,43466,Women,Summer,2,3,254,254,242
12335,13316,Men,Fall,2,4,254,254,253
12336,46928,Men,Spring,2,2,228,213,254
12337,55503,Women,Spring,2,2,13,14,16
12338,29885,Women,Winter,2,1,254,254,254
12339,31046,Men,Summer,2,3,238,228,111
12340,3693,Men,Summer,2,3,222,219,212
12341,23583,Women,Spring,2,2,254,254,254
12342,34534,Men,Winter,2,1,245,246,240
12343,46114,Men,Summer,2,3,254,254,254
12344,7233,Men,Fall,2,4,254,72,60
12345,16664,Men,Fall,2,4,25,38,41
12346,13124,Men,Fall,2,4,254,254,254
12347,27311,Women,Spring,2,2,253,253,0
12348,43654,Women,Summer,2,3,227,0,212
12349,31274,Men,Summer,2,3,54,54,75
12350,13918,Women,Fall,2,4,254,254,254
12351,50243,Women,Summer,2,3,254,254,254
12352,17584,Unisex,Fall,0,4,15,15,17
12353,28359,Men,Winter,2,1,254,254,254
12354,22663,Unisex,Winter,0,1,52,118,154
12355,16456,Men,Fall,2,4,254,254,253
12356,51391,Men,Summer,2,3,50,55,105
12357,46326,Men,Summer,2,3,254,254,254
12358,7001,Women,Summer,2,3,236,199,233
12359,4684,Unisex,Summer,0,3,53,46,47
12360,36051,Unisex,Fall,0,4,68,67,63
12361,56988,Women,Winter,2,1,62,52,50
12362,39825,Men,Summer,2,3,254,254,254
12363,52514,Women,Winter,2,1,34,33,33
12364,20134,Women,Fall,2,4,254,73,72
12365,14301,Men,Fall,2,4,156,88,68
12366,37183,Women,Summer,2,3,254,89,125
12367,11673,Men,Fall,2,4,254,87,108
12368,25446,Men,Summer,2,3,146,111,85
12369,39019,Men,Winter,2,1,18,18,18
12370,33523,Women,Summer,2,3,28,28,28
12371,24594,Women,Fall,2,4,254,254,123
12372,57066,Women,Summer,2,3,254,184,171
12373,15015,Men,Fall,2,4,53,61,63
12374,36297,Women,Summer,2,3,254,254,253
12375,45765,Men,Spring,2,2,254,254,254
12376,37345,Boys,Summer,1,3,41,74,170
12377,5590,Men,Summer,2,3,241,241,241
12378,53600,Men,Winter,2,1,0,41,42
12379,15829,Women,Fall,2,4,254,244,248
12380,32637,Women,Summer,2,3,61,71,169
12381,25680,Women,Winter,2,1,0,39,62
12382,10567,Women,Fall,2,4,254,199,240
12383,30160,Men,Summer,2,3,96,57,49
12384,43492,Men,Summer,2,3,243,240,226
12385,12230,Men,Fall,2,4,254,254,235
12386,29871,Men,Summer,2,3,254,254,254
12387,42540,Women,Summer,2,3,45,81,142
12388,3667,Men,Summer,2,3,214,211,207
12389,17742,Women,Fall,2,4,254,254,254
12390,48846,Women,Summer,2,3,254,254,253
12391,23577,Men,Spring,2,2,254,254,254
12392,6315,Unisex,Spring,0,2,60,60,39
12393,47032,Women,Fall,2,4,254,254,254
12394,35412,Men,Summer,2,3,247,247,247
12395,51157,Men,Summer,2,3,19,20,29
12396,54617,Men,Winter,2,1,223,171,130
12397,18538,Unisex,Summer,0,3,61,20,28
12398,2587,Women,Summer,2,3,181,238,244
12399,30352,Men,Summer,2,3,254,230,244
12400,48248,Boys,Summer,1,3,23,22,21
12401,3455,Men,Summer,2,3,242,240,244
12402,31280,Men,Summer,2,3,238,237,242
12403,26237,Men,Summer,2,3,252,187,137
12404,6127,Unisex,Summer,0,3,254,254,254
12405,47200,Men,Summer,2,3,254,254,254
12406,9953,Men,Fall,2,4,242,207,11
12407,17570,Men,Fall,2,4,254,254,254
12408,23745,Unisex,Winter,0,1,155,154,168
12409,22697,Men,Fall,2,4,244,243,245
12410,8881,Men,Summer,2,3,42,52,54
12411,51365,Women,Summer,2,3,35,254,54
12412,4670,Unisex,Summer,0,3,220,217,210
12413,15227,Men,Fall,2,4,253,253,253
12414,21012,Men,Winter,2,1,254,55,57
12415,53432,Men,Summer,2,3,33,34,38
12416,36899,Men,Winter,2,1,233,233,233
12417,56140,Women,Spring,2,2,254,254,253
12418,59934,Women,Summer,2,3,207,49,47
12419,32405,Women,Fall,2,4,33,33,41
12420,40025,Men,Summer,2,3,45,56,62
12421,57092,Women,Summer,2,3,243,228,211
12422,10755,Women,Winter,2,1,240,213,216
12423,26653,Men,Summer,2,3,254,254,254
12424,12466,Men,Fall,2,4,128,64,80
12425,27781,Men,Winter,2,1,61,46,44
12426,17928,Men,Fall,2,4,26,22,23
12427,30736,Men,Summer,2,3,254,254,254
12428,51701,Unisex,Winter,0,1,168,154,186
12429,35244,Men,Summer,2,3,138,22,30
12430,7491,Women,Summer,2,3,254,222,241
12431,18960,Women,Fall,2,4,83,116,197
12432,6543,Men,Summer,2,3,54,54,54
12433,47664,Women,Summer,2,3,28,27,25
12434,23321,Women,Fall,2,4,252,252,252
12435,14791,Women,Summer,2,3,177,177,176
12436,53056,Women,Fall,2,4,254,254,254
12437,37513,Boys,Summer,1,3,235,235,235
12438,4214,Girls,Summer,1,3,254,214,76
12439,45133,Men,Winter,2,1,238,238,236
12440,15643,Men,Fall,2,4,4,20,20
12441,21476,Women,Winter,2,1,217,227,228
12442,1766,Men,Fall,2,4,92,152,180
12443,24104,Men,Fall,2,4,24,24,25
12444,10331,Men,Fall,2,4,254,254,254
12445,56524,Women,Spring,2,2,254,254,254
12446,39489,Unisex,Spring,0,2,49,45,45
12447,41593,Men,Summer,2,3,228,243,254
12448,37721,Men,Summer,2,3,157,26,51
12449,20796,Men,Fall,2,4,254,254,13
12450,53264,Men,Summer,2,3,18,18,18
12451,15471,Women,Fall,2,4,254,227,220
12452,21644,Women,Fall,2,4,196,196,196
12453,4026,Men,Summer,2,3,245,246,240
12454,45301,Men,Summer,2,3,36,37,32
12455,24336,Men,Fall,2,4,82,151,248
12456,1554,Unisex,Fall,0,4,223,220,213
12457,38769,Girls,Summer,1,3,141,225,227
12458,32253,Women,Summer,2,3,227,225,217
12459,12654,Men,Fall,2,4,56,28,26
12460,42124,Men,Summer,2,3,234,230,223
12461,3203,Men,Summer,2,3,254,48,0
12462,54041,Women,Summer,2,3,102,101,95
12463,13786,Men,Fall,2,4,209,211,208
12464,34998,Women,Summer,2,3,254,254,254
12465,46584,Women,Summer,2,3,254,254,254
12466,42918,Women,Summer,2,3,27,27,40
12467,51533,Women,Winter,2,1,240,241,235
12468,17326,Men,Winter,2,1,93,86,93
12469,23113,Men,Fall,2,4,45,45,45
12470,6771,Men,Summer,2,3,242,177,201
12471,47456,Women,Fall,2,4,254,254,254
12472,22061,Women,Fall,2,4,254,97,102
12473,29489,Women,Winter,2,1,72,79,89
12474,46524,Men,Winter,2,1,244,244,244
12475,7603,Men,Summer,2,3,212,211,196
12476,34104,Boys,Summer,1,3,36,36,254
12477,17386,Men,Fall,2,4,245,241,240
12478,50441,Men,Summer,2,3,254,254,253
12479,31476,Men,Summer,2,3,43,55,55
12480,55133,Women,Spring,2,2,254,145,105
12481,13726,Women,Fall,2,4,251,251,254
12482,34938,Women,Summer,2,3,219,161,135
12483,27513,Women,Winter,2,1,159,139,114
12484,9799,Women,Fall,2,4,254,63,150
12485,2371,Men,Winter,2,1,75,73,65
12486,43056,Men,Summer,2,3,33,30,36
12487,57664,Women,Spring,2,2,254,73,74
12488,11071,Men,Fall,2,4,254,254,254
12489,25244,Women,Winter,2,1,72,73,63
12490,41701,Men,Summer,2,3,254,254,254
12491,14503,Men,Fall,2,4,254,254,65
12492,44273,Men,Summer,2,3,56,56,56
12493,37781,Men,Summer,2,3,0,0,0
12494,5154,Women,Summer,2,3,254,253,248
12495,36653,Women,Summer,2,3,254,254,254
12496,4086,Men,Summer,2,3,254,89,117
12497,52316,Women,Winter,2,1,173,34,83
12498,10391,Men,Winter,2,1,30,37,36
12499,33113,Women,Winter,2,1,243,243,248
12500,52918,Women,Summer,2,3,254,254,253
12501,41533,Men,Summer,2,3,139,29,48
12502,11243,Women,Fall,2,4,52,53,59
12503,56584,Women,Spring,2,2,208,204,154
12504,25076,Men,Winter,2,1,78,82,85
12505,44041,Women,Spring,2,2,235,233,254
12506,5366,Men,Fall,2,4,223,220,213
12507,20504,Women,Winter,2,1,23,23,25
12508,14731,Men,Fall,2,4,156,155,192
12509,52124,Girls,Summer,1,3,237,119,83
12510,36461,Men,Spring,2,2,254,254,254
12511,45193,Women,Winter,2,1,26,26,26
12512,46716,Women,Spring,2,2,230,254,254
12513,19812,Men,Fall,2,4,42,68,80
12514,7431,Women,Summer,2,3,254,254,254
12515,22253,Men,Summer,2,3,220,213,43
12516,16066,Men,Fall,2,4,39,49,48
12517,50673,Men,Summer,2,3,26,26,25
12518,28769,Women,Summer,2,3,254,254,253
12519,34336,Men,Summer,2,3,175,160,214
12520,55301,Women,Spring,2,2,220,229,116
12521,8479,Women,Fall,2,4,254,252,245
12522,31644,Men,Summer,2,3,44,52,54
12523,2143,Men,Spring,2,2,55,66,124
12524,17988,Men,Fall,2,4,209,171,140
12525,30796,Men,Summer,2,3,92,69,87
12526,43264,Women,Summer,2,3,246,246,238
12527,13514,Women,Fall,2,4,110,137,174
12528,59994,Women,Fall,2,4,32,32,32
12529,11627,Women,Summer,2,3,221,96,147
12530,25412,Men,Summer,2,3,254,254,253
12531,57032,Women,Summer,2,3,22,21,21
12532,40085,Men,Winter,2,1,254,254,254
12533,58846,Men,Summer,2,3,41,41,41
12534,15287,Men,Fall,2,4,220,220,218
12535,39871,Women,Winter,2,1,254,254,254
12536,44425,Unisex,Summer,0,3,27,25,29
12537,5702,Men,Winter,2,1,46,46,46
12538,20160,Men,Fall,2,4,254,254,159
12539,53492,Women,Winter,2,1,235,175,140
12540,50217,Women,Summer,2,3,39,39,39
12541,34752,Men,Summer,2,3,201,202,196
12542,6187,Women,Summer,2,3,194,212,112
12543,35680,Men,Summer,2,3,245,245,245
12544,7055,Women,Summer,2,3,248,254,234
12545,22637,Boys,Fall,1,4,254,254,254
12546,8821,Men,Fall,2,4,254,254,253
12547,16402,Men,Fall,2,4,100,153,165
12548,13170,Men,Spring,2,2,254,65,42
12549,18598,Men,Fall,2,4,254,254,254
12550,27345,Women,Spring,2,2,254,254,254
12551,26297,Men,Summer,2,3,254,63,101
12552,7869,Men,Summer,2,3,25,26,25
12553,34560,Men,Winter,2,1,242,242,242
12554,47092,Boys,Winter,1,1,254,254,253
12555,50025,Women,Winter,2,1,254,168,133
12556,22405,Men,Fall,2,4,240,248,254
12557,16630,Men,Summer,2,3,46,54,57
12558,46140,Women,Fall,2,4,254,254,254
12559,7267,Men,Fall,2,4,129,90,57
12560,54485,Men,Summer,2,3,30,30,33
12561,13342,Women,Fall,2,4,53,36,58
12562,2715,Girls,Summer,1,3,254,254,0
12563,50819,Men,Summer,2,3,92,65,55
12564,43432,Women,Summer,2,3,254,83,54
12565,28903,Women,Summer,2,3,62,187,206
12566,49108,Women,Spring,2,2,8,5,0
12567,12290,Men,Fall,2,4,61,63,65
12568,55557,Women,Spring,2,2,254,254,254
12569,19678,Women,Summer,2,3,226,231,235
12570,11415,Women,Fall,2,4,254,254,254
12571,25620,Men,Winter,2,1,37,37,38
12572,15889,Girls,Winter,1,1,237,147,182
12573,33745,Women,Summer,2,3,68,73,81
12574,57200,Women,Summer,2,3,220,218,213
12575,36237,Women,Summer,2,3,254,254,238
12576,52772,Women,Fall,2,4,52,54,59
12577,21280,Women,Winter,2,1,254,254,254
12578,20352,Women,Summer,2,3,254,95,183
12579,58248,Women,Winter,2,1,126,96,106
12580,5530,Men,Summer,2,3,64,60,61
12581,32451,Women,Summer,2,3,26,25,26
12582,56114,Women,Spring,2,2,234,253,254
12583,24534,Women,Fall,2,4,254,130,83
12584,10701,Women,Winter,2,1,215,216,221
12585,40071,Women,Summer,2,3,113,66,148
12586,33583,Men,Summer,2,3,58,85,74
12587,39885,Unisex,Summer,0,3,69,68,73
12588,15273,Men,Fall,2,4,66,66,72
12589,4624,Women,Summer,2,3,254,253,249
12590,56928,Women,Winter,2,1,254,254,82
12591,20194,Men,Fall,2,4,253,254,254
12592,53466,Women,Summer,2,3,243,183,143
12593,38957,Boys,Summer,1,3,48,70,146
12594,9907,Unisex,Fall,0,4,196,70,168
12595,23711,Men,Winter,2,1,254,254,254
12596,6173,Women,Summer,2,3,237,237,237
12597,47254,Men,Summer,2,3,225,181,127
12598,46386,Men,Summer,2,3,254,254,254
12599,35674,Men,Summer,2,3,20,20,20
12600,51331,Men,Summer,2,3,43,43,43
12601,30306,Men,Summer,2,3,238,238,219
12602,13184,Men,Fall,2,4,254,254,254
12603,54643,Men,Winter,2,1,67,82,52
12604,26263,Men,Summer,2,3,151,189,253
12605,55791,Women,Summer,2,3,0,0,0
12606,12056,Women,Fall,2,4,254,79,77
12607,3401,Women,Winter,2,1,36,36,34
12608,6341,Unisex,Summer,0,3,222,219,212
12609,34594,Women,Summer,2,3,254,40,51
12610,47066,Women,Fall,2,4,179,42,18
12611,30908,Women,Summer,2,3,173,48,68
12612,23523,Men,Spring,2,2,254,254,254
12613,48812,Women,Summer,2,3,254,254,253
12614,29019,Men,Summer,2,3,62,78,94
12615,7293,Men,Fall,2,4,82,88,61
12616,35446,Girls,Summer,1,3,254,157,154
12617,27183,Men,Summer,2,3,48,55,254
12618,30134,Men,Summer,2,3,239,119,76
12619,9309,Men,Fall,2,4,254,60,73
12620,42514,Women,Summer,2,3,64,113,152
12621,3633,Men,Summer,2,3,28,28,26
12622,46988,Women,Summer,2,3,20,20,20
12623,12264,Men,Fall,2,4,77,78,159
12624,56326,Women,Winter,2,1,37,37,37
12625,41391,Men,Summer,2,3,233,33,128
12626,38359,Men,Summer,2,3,45,45,45
12627,1164,Men,Winter,2,1,48,135,210
12628,24706,Unisex,Fall,0,4,84,124,254
12629,10533,Men,Fall,2,4,38,38,40
12630,4416,Men,Summer,2,3,254,250,239
12631,45731,Women,Summer,2,3,254,254,252
12632,15041,Men,Fall,2,4,75,83,92
12633,52786,Women,Fall,2,4,83,64,61
12634,21274,Unisex,Winter,0,1,254,93,80
12635,53654,Women,Summer,2,3,156,176,170
12636,37311,Men,Winter,2,1,254,254,0
12637,22095,Men,Summer,2,3,16,16,16
12638,35022,Women,Summer,2,3,236,222,207
12639,6725,Unisex,Summer,0,3,223,220,213
12640,54829,Women,Winter,2,1,55,43,40
12641,47402,Women,Summer,2,3,56,51,47
12642,17372,Men,Fall,2,4,229,227,228
12643,23147,Women,Fall,2,4,55,54,57
12644,49598,Women,Winter,2,1,254,254,254
12645,3257,Men,Fall,2,4,239,238,249
12646,26435,Women,Winter,2,1,58,58,58
12647,12600,Unisex,Fall,0,4,37,41,43
12648,30550,Men,Fall,2,4,131,208,253
12649,2385,Men,Winter,2,1,222,219,212
12650,40627,Women,Summer,2,3,254,122,164
12651,24362,Women,Fall,2,4,254,254,250
12652,10157,Unisex,Fall,0,4,36,49,36
12653,57690,Women,Spring,2,2,198,186,146
12654,11085,Men,Fall,2,4,254,254,253
12655,32207,Women,Summer,2,3,254,203,105
12656,44287,Men,Summer,2,3,55,54,44
12657,37775,Men,Summer,2,3,254,121,100
12658,4072,Women,Summer,2,3,254,254,235
12659,45355,Women,Summer,2,3,254,254,254
12660,21610,Women,Summer,2,3,247,206,28
12661,24150,Men,Spring,2,2,186,68,76
12662,44889,Men,Summer,2,3,47,42,39
12663,10365,Women,Fall,2,4,254,64,66
12664,40415,Women,Summer,2,3,248,123,135
12665,32035,Men,Summer,2,3,159,163,156
12666,56570,Women,Spring,2,2,243,243,239
12667,25082,Men,Winter,2,1,254,254,254
12668,5392,Unisex,,0,0,223,220,213
12669,37547,Boys,Summer,1,3,216,208,145
12670,53002,Women,Fall,2,4,254,254,254
12671,15617,Women,Fall,2,4,209,194,232
12672,32809,Women,Winter,2,1,254,44,73
12673,21422,Women,Winter,2,1,98,193,137
12674,4240,Men,Summer,2,3,94,143,138
12675,36495,Women,Summer,2,3,254,254,50
12676,45167,Women,Winter,2,1,236,236,236
12677,35210,Unisex,Summer,0,3,222,51,59
12678,51755,Women,Winter,2,1,40,40,39
12679,3859,Men,Summer,2,3,254,250,238
12680,6517,Unisex,Summer,0,3,44,254,48
12681,18934,Men,Fall,2,4,102,116,157
12682,47630,Women,Winter,2,1,254,254,254
12683,26607,Men,Summer,2,3,254,254,254
12684,12432,Men,Fall,2,4,137,99,41
12685,3065,Women,Summer,2,3,25,25,28
12686,30762,Men,Summer,2,3,76,75,57
12687,43290,Women,Summer,2,3,201,99,57
12688,48678,Women,Summer,2,3,254,254,254
12689,39240,Women,Summer,2,3,195,188,178
12690,38392,Men,Summer,2,3,24,19,18
12691,40288,Unisex,Summer,0,3,210,110,140
12692,36208,Boys,Summer,1,3,236,47,59
12693,1993,Women,Fall,2,4,254,222,215
12694,14158,Men,Fall,2,4,254,254,254
12695,58277,Women,Summer,2,3,163,138,106
12696,44628,Men,Summer,2,3,85,82,86
12697,27974,Men,Summer,2,3,240,240,240
12698,28100,Men,Summer,2,3,22,23,18
12699,7258,Men,Fall,2,4,54,56,55
12700,27148,Men,Summer,2,3,254,254,251
12701,18795,Unisex,Fall,0,4,79,41,23
12702,50826,Men,Summer,2,3,47,47,47
12703,8210,Men,Winter,2,1,254,57,36
12704,49137,Women,Spring,2,2,254,21,20
12705,55568,Women,Spring,2,2,193,254,37
12706,19647,Women,Summer,2,3,254,253,254
12707,46943,Women,Spring,2,2,245,254,254
12708,28332,Men,Winter,2,1,11,10,10
12709,50228,Women,Summer,2,3,18,18,18
12710,13973,Men,Fall,2,4,201,203,81
12711,22608,Men,Fall,2,4,34,38,59
12712,54688,Women,Fall,2,4,0,0,0
12713,6984,Men,Summer,2,3,191,156,192
12714,19475,Men,Summer,2,3,57,109,150
12715,7856,Men,Fall,2,4,54,92,113
12716,8022,Men,Fall,2,4,53,61,77
12717,49305,Men,Summer,2,3,20,20,21
12718,11618,Women,Summer,2,3,254,214,112
12719,36806,Women,Winter,2,1,233,233,233
12720,33548,Men,Summer,2,3,216,232,245
12721,58879,Men,Summer,2,3,254,254,254
12722,20963,Women,Winter,2,1,16,15,15
12723,58045,Women,Fall,2,4,254,254,254
12724,46729,Women,Spring,2,2,238,233,229
12725,3892,Girls,Summer,1,3,246,115,179
12726,16059,Men,Fall,2,4,106,107,92
12727,29684,Men,Summer,2,3,60,47,50
12728,2940,Women,Fall,2,4,254,46,50
12729,34309,Women,Summer,2,3,254,254,254
12730,19011,Women,Summer,2,3,254,41,42
12731,8446,Women,Fall,2,4,254,228,0
12732,16865,Women,Winter,2,1,102,63,136
12733,49761,Women,Summer,2,3,254,254,252
12734,9594,Men,Fall,2,4,254,254,254
12735,57469,Unisex,Fall,0,4,230,229,253
12736,44842,Men,Summer,2,3,27,22,21
12737,52927,Women,Fall,2,4,254,254,254
12738,45990,Women,Summer,2,3,254,254,254
12739,25049,Men,Winter,2,1,252,225,219
12740,5359,Men,Summer,2,3,217,214,207
12741,33910,Men,Winter,2,1,216,210,207
12742,25875,Unisex,Winter,0,1,253,253,253
12743,5957,Men,Summer,2,3,254,254,39
12744,4885,Women,Summer,2,3,249,231,247
12745,39624,Men,Summer,2,3,211,210,214
12746,20709,Men,Summer,2,3,253,253,253
12747,11872,Men,Summer,2,3,254,254,254
12748,52329,Women,Winter,2,1,236,26,160
12749,42987,Men,Summer,2,3,248,247,253
12750,55930,Women,Spring,2,2,159,21,31
12751,28564,Men,Summer,2,3,36,44,47
12752,43855,Women,Summer,2,3,254,254,254
12753,8674,Men,Winter,2,1,210,204,175
12754,31449,Men,Summer,2,3,47,58,60
12755,49553,Women,Summer,2,3,63,48,48
12756,22862,Men,Fall,2,4,254,254,254
12757,19223,Men,Summer,2,3,173,196,254
12758,34907,Women,Summer,2,3,239,0,0
12759,43069,Men,Summer,2,3,144,146,147
12760,48481,Women,Summer,2,3,0,0,0
12761,3866,Men,Summer,2,3,244,218,167
12762,29670,Men,Summer,2,3,54,59,58
12763,6528,Men,Summer,2,3,229,87,62
12764,26638,Men,Summer,2,3,190,66,41
12765,16891,Men,Winter,2,1,151,151,151
12766,48647,Women,Summer,2,3,254,254,253
12767,17943,Men,Fall,2,4,254,230,94
12768,9560,Men,Summer,2,3,253,242,239
12769,2188,Women,Summer,2,3,15,153,120
12770,38530,Men,Summer,2,3,76,76,75
12771,53801,Men,Summer,2,3,61,201,118
12772,45964,Women,Summer,2,3,245,245,253
12773,11288,Men,Fall,2,4,50,54,46
12774,37578,Girls,Summer,1,3,219,228,173
12775,24953,Women,Summer,2,3,248,95,142
12776,59507,Women,Summer,2,3,254,254,254
12777,15628,Men,Fall,2,4,47,52,55
12778,32836,Women,Winter,2,1,254,251,253
12779,45158,Men,Winter,2,1,224,221,217
12780,25881,Unisex,Winter,0,1,254,254,38
12781,40618,Women,Summer,2,3,254,28,89
12782,10168,Men,Fall,2,4,21,22,21
12783,4871,Men,Summer,2,3,216,35,63
12784,32238,Women,Summer,2,3,1,1,1
12785,11886,Men,Summer,2,3,254,254,254
12786,36698,Men,Spring,2,2,247,247,247
12787,59735,Women,Summer,2,3,225,172,142
12788,51558,Men,Winter,2,1,254,254,210
12789,42973,Women,Winter,2,1,252,31,81
12790,23178,Men,Fall,2,4,253,238,121
12791,28590,Men,Summer,2,3,44,43,40
12792,8680,Women,Winter,2,1,254,254,254
12793,3268,Men,Summer,2,3,251,244,236
12794,22896,Men,Summer,2,3,22,26,27
12795,35821,Women,Summer,2,3,253,253,253
12796,18305,Men,Summer,2,3,254,217,240
12797,48475,Women,Winter,2,1,254,23,32
12798,9752,Men,Fall,2,4,250,249,254
12799,56319,Women,Winter,2,1,6,6,6
12800,15842,Women,Fall,2,4,254,254,124
12801,14990,Men,Fall,2,4,43,50,58
12802,38366,Men,Summer,2,3,55,55,55
12803,24739,Women,Winter,2,1,48,40,37
12804,4429,Men,Summer,2,3,254,252,247
12805,58283,Women,Summer,2,3,192,177,149
12806,20399,Women,Winter,2,1,36,30,28
12807,27980,Men,Summer,2,3,254,254,254
12808,17729,Men,Fall,2,4,254,254,254
12809,30937,Women,Summer,2,3,79,103,99
12810,29026,Men,Summer,2,3,191,46,68
12811,35479,Men,Summer,2,3,248,248,249
12812,26852,Women,Spring,2,2,238,238,253
12813,13389,Men,Summer,2,3,254,253,254
12814,18761,Women,Fall,2,4,250,249,250
12815,9336,Women,Fall,2,4,254,253,251
12816,51900,Women,Summer,2,3,38,38,38
12817,9938,Men,Fall,2,4,221,73,67
12818,13987,Men,Fall,2,4,0,0,242
12819,34799,Men,Summer,2,3,254,254,253
12820,12855,Men,Fall,2,4,93,90,3
12821,29214,Women,Fall,2,4,214,214,212
12822,48223,Women,Winter,2,1,254,254,77
12823,30339,Men,Summer,2,3,254,92,96
12824,9104,Men,Fall,2,4,225,221,213
12825,18553,Women,Winter,2,1,85,104,92
12826,12069,Women,Fall,2,4,254,253,249
12827,19481,Men,Summer,2,3,59,140,71
12828,38154,Men,Summer,2,3,250,248,254
12829,21079,Men,Spring,2,2,254,63,54
12830,56917,Women,Winter,2,1,254,254,254
12831,53459,Women,Winter,2,1,254,254,254
12832,38968,Unisex,Summer,0,3,238,227,133
12833,53839,Women,Summer,2,3,28,87,109
12834,40412,Women,Summer,2,3,161,93,106
12835,10362,Women,Fall,2,4,69,48,56
12836,24157,Women,Fall,2,4,0,197,188
12837,25085,Men,Winter,2,1,28,28,28
12838,32032,Men,Summer,2,3,174,176,175
12839,5395,Women,Summer,2,3,196,196,211
12840,37540,Boys,Summer,1,3,235,226,165
12841,45160,Men,Winter,2,1,36,35,39
12842,4247,Men,Summer,2,3,254,34,55
12843,36492,Women,Summer,2,3,254,254,254
12844,21425,Women,Winter,2,1,254,254,254
12845,15610,Men,Fall,2,4,24,36,26
12846,16095,Unisex,Winter,0,1,90,36,20
12847,51752,Women,Winter,2,1,254,254,254
12848,29648,Men,Summer,2,3,216,0,216
12849,35217,Unisex,Summer,0,3,128,128,128
12850,47637,Women,Spring,2,2,240,187,82
12851,6510,Men,Winter,2,1,254,254,254
12852,18933,Men,Fall,2,4,254,38,37
12853,50680,Men,Summer,2,3,214,170,146
12854,3062,Men,Summer,2,3,64,118,201
